05_Итог ингредиентов
Сводка по сырью: только ненулевые позиции. Нестандартные единицы уже должны быть переведены в закупочные.

Ингредиент,Из коктейлей,Из заготовок,Итого,Закупочная ед.,Где используется,Комментарий
